STATUS,GTIN_14,GTIN_12_UPC,PACKAGING_TYPE,PACKAGING_LEVEL,PRODUCT_DESCRIPTION,SKU
PreMarket,00840333905616,840333905616,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 45/28,MO-CCND-45/28
PreMarket,00840333905623,840333905623,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 46/28,MO-CCND-46/28
PreMarket,00840333905630,840333905630,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 46/32,MO-CCND-46/32
PreMarket,00840333905647,840333905647,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 47/28,MO-CCND-47/28
PreMarket,00840333905654,840333905654,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 47/28,MO-CCND-47/32
PreMarket,00840333905661,840333905661,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 48/28,MO-CCND-48/28
PreMarket,00840333905678,840333905678,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 48/32,MO-CCND-48/32
PreMarket,00840333905685,840333905685,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 49/28,MO-CCND-49/28
PreMarket,00840333905692,840333905692,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 49/32,MO-CCND-49/32
PreMarket,00840333905708,840333905708,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 50/28,MO-CCND-50/28
PreMarket,00840333905715,840333905715,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 50/32,MO-CCND-50/32
PreMarket,00840333905722,840333905722,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 50/36,MO-CCND-50/36
PreMarket,00840333905739,840333905739,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 51/28,MO-CCND-51/28
PreMarket,00840333905746,840333905746,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 51/32,MO-CCND-51/32
PreMarket,00840333905753,840333905753,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 51/36,MO-CCND-51/36
PreMarket,00840333905760,840333905760,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 52/28,MO-CCND-52/28
PreMarket,00840333905777,840333905777,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 52/32,MO-CCND-52/32
PreMarket,00840333905784,840333905784,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 52/36,MO-CCND-52/36
PreMarket,00840333905791,840333905791,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 53/28,MO-CCND-53/28
PreMarket,00840333905807,840333905807,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 53/32,MO-CCND-53/32
PreMarket,00840333905814,840333905814,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 53/36,MO-CCND-53/36
PreMarket,00840333905821,840333905821,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 54/28,MO-CCND-54/28
PreMarket,00840333905838,840333905838,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 54/32,MO-CCND-54/32
PreMarket,00840333905845,840333905845,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 54/36,MO-CCND-54/36
PreMarket,00840333905852,840333905852,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 55/28,MO-CCND-55/28
PreMarket,00840333905869,840333905869,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 55/32,MO-CCND-55/32
PreMarket,00840333905876,840333905876,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 55/36,MO-CCND-55/36
PreMarket,00840333905883,840333905883,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 56/28,MO-CCND-56/28
PreMarket,00840333905890,840333905890,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 56/32,MO-CCND-56/32
PreMarket,00840333905906,840333905906,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 56/36,MO-CCND-56/36
PreMarket,00840333905913,840333905913,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 56/40,MO-CCND-56/40
PreMarket,00840333905920,840333905920,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 57/28,MO-CCND-57/28
PreMarket,00840333905937,840333905937,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 57/32,MO-CCND-57/32
PreMarket,00840333905944,840333905944,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 57/36,MO-CCND-57/36
PreMarket,00840333905951,840333905951,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 57/40,MO-CCND-57/40
PreMarket,00840333905968,840333905968,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 58/28,MO-CCND-58/28
PreMarket,00840333905975,840333905975,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 58/32,MO-CCND-58/32
PreMarket,00840333905982,840333905982,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 58/36,MO-CCND-58/36
PreMarket,00840333905999,840333905999,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 58/40,MO-CCND-58/40
PreMarket,00840333906002,840333906002,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 59/28,MO-CCND-59/28
PreMarket,00840333906019,840333906019,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 59/32,MO-CCND-59/32
PreMarket,00840333906026,840333906026,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 59/36,MO-CCND-59/36
PreMarket,00840333906033,840333906033,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 59/40,MO-CCND-59/40
PreMarket,00840333906040,840333906040,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 60/28,MO-CCND-60/28
PreMarket,00840333906057,840333906057,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 60/32,MO-CCND-60/32
PreMarket,00840333906064,840333906064,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 60/36,MO-CCND-60/36
PreMarket,00840333906071,840333906071,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 60/40,MO-CCND-60/40
PreMarket,00840333906088,840333906088,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 61/28,MO-CCND-61/28
PreMarket,00840333906095,840333906095,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 61/32,MO-CCND-61/32
PreMarket,00840333906101,840333906101,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 61/36,MO-CCND-61/36
PreMarket,00840333906118,840333906118,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 61/40,MO-CCND-61/40
PreMarket,00840333906125,840333906125,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 62/28,MO-CCND-62/28
PreMarket,00840333906132,840333906132,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 62/32,MO-CCND-62/32
PreMarket,00840333906149,840333906149,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 62/36,MO-CCND-62/36
PreMarket,00840333906156,840333906156,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 62/40,MO-CCND-62/40
PreMarket,00840333906163,840333906163,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 63/28,MO-CCND-63/28
PreMarket,00840333906170,840333906170,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 63/32,MO-CCND-63/32
PreMarket,00840333906187,840333906187,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 63/36,MO-CCND-63/36
PreMarket,00840333906194,840333906194,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 63/40,MO-CCND-63/40
PreMarket,00840333906200,840333906200,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 64/32,MO-CCND-64/32
PreMarket,00840333906217,840333906217,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 64/36,MO-CCND-64/36
PreMarket,00840333906224,840333906224,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 64/40,MO-CCND-64/40
PreMarket,00840333906231,840333906231,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 65/32,MO-CCND-65/32
PreMarket,00840333906248,840333906248,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 65/36,MO-CCND-65/36
PreMarket,00840333906255,840333906255,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 65/40,MO-CCND-65/40
PreMarket,00840333906262,840333906262,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 66/32,MO-CCND-66/32
PreMarket,00840333906279,840333906279,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 66/36,MO-CCND-66/36
PreMarket,00840333906286,840333906286,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 66/40,MO-CCND-66/40
PreMarket,00840333906293,840333906293,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 67/32,MO-CCND-67/32
PreMarket,00840333906309,840333906309,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 67/36,MO-CCND-67/36
PreMarket,00840333906316,840333906316,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 67/40,MO-CCND-67/40
PreMarket,00840333906323,840333906323,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 68/32,MO-CCND-68/32
PreMarket,00840333906330,840333906330,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 68/36,MO-CCND-68/36
PreMarket,00840333906347,840333906347,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 68/40,MO-CCND-68/40
PreMarket,00840333906354,840333906354,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 69/32,MO-CCND-69/32
PreMarket,00840333906361,840333906361,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 69/36,MO-CCND-69/36
PreMarket,00840333906378,840333906378,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 69/40,MO-CCND-69/40
PreMarket,00840333906385,840333906385,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 70/32,MO-CCND-70/32
PreMarket,00840333906392,840333906392,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 70/36,MO-CCND-70/36
PreMarket,00840333906408,840333906408,Regular,Each,Libertas HXLPE Standard Cemented Cup With snap fit Size 70/40,MO-CCND-70/40
PreMarket,00840333906415,840333906415,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 37/22,MO-CFNG-37/22
PreMarket,00840333906422,840333906422,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 38/22,MO-CFNG-38/22
PreMarket,00840333906439,840333906439,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 39/22,MO-CFNG-39/22
PreMarket,00840333906446,840333906446,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 40/22,MO-CFNG-40/22
PreMarket,00840333906453,840333906453,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 40/28,MO-CFNG-40/28
PreMarket,00840333906460,840333906460,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 41/22,MO-CFNG-41/22
PreMarket,00840333906477,840333906477,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 41/28,MO-CFNG-41/28
PreMarket,00840333906484,840333906484,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 42/22,MO-CFNG-42/22
PreMarket,00840333906491,840333906491,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 42/28,MO-CFNG-42/28
PreMarket,00840333906507,840333906507,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 43/22,MO-CFNG-43/22
PreMarket,00840333906514,840333906514,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 43/22,MO-CFNG-43/28
PreMarket,00840333906521,840333906521,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 44/22,MO-CFNG-44/22
PreMarket,00840333906538,840333906538,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 44/28,MO-CFNG-44/28
PreMarket,00840333906545,840333906545,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 45/28,MO-CFNG-45/28
PreMarket,00840333906552,840333906552,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 46/28,MO-CFNG-46/28
PreMarket,00840333906569,840333906569,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 46/32,MO-CFNG-46/32
PreMarket,00840333906576,840333906576,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 47/28,MO-CFNG-47/28
PreMarket,00840333906583,840333906583,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 47/28,MO-CFNG-47/32
PreMarket,00840333906590,840333906590,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 48/28,MO-CFNG-48/28
PreMarket,00840333906606,840333906606,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 48/32,MO-CFNG-48/32
PreMarket,00840333906613,840333906613,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 49/28,MO-CFNG-49/28
PreMarket,00840333906620,840333906620,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 49/32,MO-CFNG-49/32
PreMarket,00840333906637,840333906637,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 50/28,MO-CFNG-50/28
PreMarket,00840333906644,840333906644,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 50/32,MO-CFNG-50/32
PreMarket,00840333906651,840333906651,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 50/36,MO-CFNG-50/36
PreMarket,00840333906668,840333906668,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 51/28,MO-CFNG-51/28
PreMarket,00840333906675,840333906675,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 51/32,MO-CFNG-51/32
PreMarket,00840333906682,840333906682,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 51/36,MO-CFNG-51/36
PreMarket,00840333906699,840333906699,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 52/28,MO-CFNG-52/28
PreMarket,00840333906705,840333906705,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 52/32,MO-CFNG-52/32
PreMarket,00840333906712,840333906712,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 52/36,MO-CFNG-52/36
PreMarket,00840333906729,840333906729,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 53/28,MO-CFNG-53/28
PreMarket,00840333906736,840333906736,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 53/32,MO-CFNG-53/32
PreMarket,00840333906743,840333906743,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 53/36,MO-CFNG-53/36
PreMarket,00840333906750,840333906750,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 54/28,MO-CFNG-54/28
PreMarket,00840333906767,840333906767,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 54/32,MO-CFNG-54/32
PreMarket,00840333906774,840333906774,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 54/36,MO-CFNG-54/36
PreMarket,00840333906781,840333906781,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 55/28,MO-CFNG-55/28
PreMarket,00840333906798,840333906798,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 55/32,MO-CFNG-55/32
PreMarket,00840333906804,840333906804,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 55/36,MO-CFNG-55/36
PreMarket,00840333906811,840333906811,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 56/28,MO-CFNG-56/28
PreMarket,00840333906828,840333906828,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 56/32,MO-CFNG-56/32
PreMarket,00840333906835,840333906835,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 56/36,MO-CFNG-56/36
PreMarket,00840333906842,840333906842,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 56/40,MO-CFNG-56/40
PreMarket,00840333906859,840333906859,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 57/28,MO-CFNG-57/28
PreMarket,00840333906866,840333906866,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 57/32,MO-CFNG-57/32
PreMarket,00840333906873,840333906873,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 57/36,MO-CFNG-57/36
PreMarket,00840333906880,840333906880,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 57/40,MO-CFNG-57/40
PreMarket,00840333906897,840333906897,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 58/28,MO-CFNG-58/28
PreMarket,00840333906903,840333906903,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 58/32,MO-CFNG-58/32
PreMarket,00840333906910,840333906910,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 58/36,MO-CFNG-58/36
PreMarket,00840333906927,840333906927,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 58/40,MO-CFNG-58/40
PreMarket,00840333906934,840333906934,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 59/28,MO-CFNG-59/28
PreMarket,00840333906941,840333906941,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 59/32,MO-CFNG-59/32
PreMarket,00840333906958,840333906958,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 59/36,MO-CFNG-59/36
PreMarket,00840333906965,840333906965,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 59/40,MO-CFNG-59/40
PreMarket,00840333906972,840333906972,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 60/28,MO-CFNG-60/28
PreMarket,00840333906989,840333906989,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 60/32,MO-CFNG-60/32
PreMarket,00840333906996,840333906996,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 60/36,MO-CFNG-60/36
PreMarket,00840333907009,840333907009,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 60/40,MO-CFNG-60/40
PreMarket,00840333907016,840333907016,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 61/28,MO-CFNG-61/28
PreMarket,00840333907023,840333907023,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 61/32,MO-CFNG-61/32
PreMarket,00840333907030,840333907030,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 61/36,MO-CFNG-61/36
PreMarket,00840333907047,840333907047,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 61/40,MO-CFNG-61/40
PreMarket,00840333907054,840333907054,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 62/28,MO-CFNG-62/28
PreMarket,00840333907061,840333907061,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 62/32,MO-CFNG-62/32
PreMarket,00840333907078,840333907078,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 62/36,MO-CFNG-62/36
PreMarket,00840333907085,840333907085,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 62/40,MO-CFNG-62/40
PreMarket,00840333907092,840333907092,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 63/28,MO-CFNG-63/28
PreMarket,00840333907108,840333907108,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 63/32,MO-CFNG-63/32
PreMarket,00840333907115,840333907115,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 63/36,MO-CFNG-63/36
PreMarket,00840333907122,840333907122,Regular,Each,Libertas UHMWPE Standard Cemented Cup Without snap fit Size 63/40,MO-CFNG-63/40
